,GOOGL US Equity,FB US Equity,MSFT US Equity,UCG IM Equity,TMUS US Equity,BABA US Equity,9984 JP Equity,000660 KS Equity,KKR US Equity,ANTM US Equity,PYPL US Equity,IQV US Equity,LKQ US Equity,WLTW US Equity,AIR FP Equity,CTSH US Equity,BAC US Equity,LNC US Equity,AENA SM Equity,CMCSA US Equity,FLT US Equity,700 HK Equity,ADBE US Equity,FAF US Equity,HSY US Equity,3026 TT Equity,ZS US Equity,ZUO US Equity,2327 TT Equity,TRVG US Equity,2492 TT Equity,CBLK US Equity,SBH US Equity,BATS LN Equity,DF US Equity,TGT US Equity,AEO US Equity,DOCU US Equity,DLX US Equity,HIBB US Equity,PS US Equity,CDAY US Equity,6753 JP Equity,ENPH US Equity,EIF CN Equity,CM CN Equity,QD US Equity,NA CN Equity,AVLR US Equity,WDI GY Equity,CLX US Equity,DIGI MK Equity,BPY US Equity,CHD US Equity,FL US Equity,MO US Equity,ELLI US Equity,RMG LN Equity,WPG US Equity,K US Equity,DG US Equity,OZK US Equity,WAT US Equity,FLT AU Equity,SWCH US Equity,HFG GR Equity,SSYS US Equity,NPK US Equity,IWM US Equity,CAKE US Equity,RGR US Equity,AGN NA Equity,RLI US Equity,AAOI US Equity,001820 KS Equity,SSTK US Equity,NTRI US Equity,MAXIS MK Equity,CWB CN Equity,MYGN US Equity,AMN US Equity,HRL US Equity,4062 JP Equity,SPG US Equity,GSKY US Equity,SPY US Equity,QQQ US Equity
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
11/29/2017,1037.38,175.13,83.34,17.04,61.83,179.91,9809,82400,19.78,227.31,73.25,101.31,39.5,159.07,87.29,72.11,28.28,76.55,169.4,37.19,179.52,411.6,176.85,54.86,110.5,83.2,#N/A N/A,#N/A N/A,280.44,6.99,108,#N/A N/A,17.17,4802,10.81,61.68,16.44,#N/A N/A,71.15,19.8,#N/A N/A,#N/A N/A,3575,2.87,36.95,114.8,14.12,63.78,#N/A N/A,86.5,139.22,4.6,22.12,46.79,42.59,67.37,87.12,436.8,7.3,66.8,88.68,48.36,195.68,44.95,17.12,10.05,22.11,107.3,153.37,49.14,54.3,5.259,60.32,43.3,39150,42.53,49.2,5.9,35.8,32.81,50.85,35.99,1733,158.73,#N/A N/A,262.71,153.86
11/30/2017,1036.17,177.18,84.17,16.9,61.07,177.08,9485,76800,19.92,234.96,75.73,102.01,39.42,160.8,87.29,72.28,28.17,76.55,167.15,37.54,181.87,398,181.47,55.59,110.93,91.5,#N/A N/A,#N/A N/A,280.44,6.85,112,#N/A N/A,17.05,4689,11.16,59.9,16.08,#N/A N/A,71.1,19.95,#N/A N/A,#N/A N/A,3535,2.9,36.92,118.14,13.6,63.57,#N/A N/A,89.56,139.29,4.64,21.88,47.09,42.84,67.83,88.39,441.9,7.11,66.16,88.08,48.22,197.17,44.76,17.14,10.1,21.78,103.7,153.65,49.04,54.75,5.218,59.73,43.66,38300,42.49,50.75,5.93,36.61,34.63,50.2,36.45,1787,161.75,#N/A N/A,265.01,155.15
12/1/2017,1025.07,175.1,84.26,16.88,60.9,174.61,9506,77400,19.88,232.34,75.3,102.27,39.32,161.95,85.31,71.36,28.1,76.51,166.5,38.43,180.84,385,179.52,55.52,111.01,86.1,#N/A N/A,#N/A N/A,258.74,6.64,103,#N/A N/A,16.96,4784.5,11.55,59.51,15.66,#N/A N/A,69.37,18.75,#N/A N/A,#N/A N/A,3815,2.9,36.99,121.2,13.78,63.71,#N/A N/A,89.44,139.64,4.64,22.05,46.84,43.31,68.58,88.15,424.6,6.97,65.99,87.98,47.67,198.16,44.25,16.71,10.22,21.71,101.35,153.02,48.03,54.05,5.136,59.26,43.38,38350,42.24,49.25,5.93,36.44,33.82,49.6,36.77,1798,162.35,#N/A N/A,264.46,154.49
12/4/2017,1011.87,171.47,81.08,16.95,60.24,169.58,9406,79100,19.95,224.95,70.97,101.27,39.28,158.48,87.87,70.32,29.06,77.5,169.4,40.32,183.6,388.4,168.44,55.28,112.82,84.2,#N/A N/A,#N/A N/A,249.98,6.47,102.5,#N/A N/A,17.25,4795.5,11.96,62.56,16.3,#N/A N/A,73.72,19.85,#N/A N/A,#N/A N/A,3995,2.65,36.99,120.34,12.45,63.64,#N/A N/A,91.08,142.99,4.65,21.76,48.35,45.76,70.08,87.05,430.8,7.06,67.54,90.77,47.92,194.67,43.75,16.25,9.89,20.76,103.1,152.45,49.56,55.55,5.259,59.49,44.05,36500,41.43,51.45,5.83,36.71,33.53,50.6,37.68,1822,163.67,#N/A N/A,264.14,152.71
12/5/2017,1019.6,172.83,81.59,17.05,60.96,168.96,9338,77900,19.58,223.49,71.2,101,39.24,157.32,88.57,70.43,28.93,75.91,168.55,39.52,183.87,376,167.54,55.3,112.76,77.8,#N/A N/A,#N/A N/A,247.89,6.77,96.2,#N/A N/A,17.09,4850,11.53,62.2,16.11,#N/A N/A,73.26,19.9,#N/A N/A,#N/A N/A,3910,2.76,36.65,119.42,11.85,63.38,#N/A N/A,90,144.66,4.65,21.45,48.28,43.4,70.18,86.36,432.7,6.9,67.97,90.37,46.51,194.26,43.5,16.3,9.9,21.43,103,150.93,49.61,55.65,5.233,58.42,42.46,36900,40.84,50.8,5.9,36.03,32.88,49.3,37.1,1775,162.75,#N/A N/A,263.19,152.81
12/6/2017,1032.72,176.06,82.78,16.92,62.12,172.63,9205,77500,19.19,222.71,73.14,101.01,39.32,157.1,88.86,71.5,28.64,76.5,170,38.63,184.48,366,173.52,55.16,113.76,79.6,#N/A N/A,#N/A N/A,237.04,6.6,94.7,#N/A N/A,16.65,5028,11.44,60.72,16.5,#N/A N/A,71.67,19.9,#N/A N/A,#N/A N/A,3885,2.7,36.52,119.1,11.49,63.38,#N/A N/A,89.94,145.05,4.71,21.535,47.79,42.82,71.66,88.5,429,6.78,68.13,90.85,46.16,195.2,43.65,16.85,9.689,21.15,103.4,150.22,48.26,54.9,5.216,58.35,40.74,36650,41.14,52.35,5.91,35.94,33.12,49.1,37.1,1704,162.76,#N/A N/A,263.24,153.5
12/7/2017,1044.57,180.14,82.49,17.25,61.92,174.47,9336,76000,19.66,223.64,73.69,100.92,39.75,155.42,88.02,71.61,28.78,77.59,169.3,37.89,185.72,378,174.61,55.57,113.56,75.3,#N/A N/A,#N/A N/A,239.54,6.65,92.7,#N/A N/A,16.62,4958.5,11.41,61.09,16.74,#N/A N/A,71.69,19.35,#N/A N/A,#N/A N/A,3805,2.8,36.5,119.46,11.83,63.93,#N/A N/A,89.98,144.24,4.76,21.53,48.13,43.22,71.5,88.46,429.1,6.73,67.27,93.37,46.43,196.47,44.94,17,9.75,21.52,103,151.27,48,55.9,5.191,58.14,38.84,37250,43.16,52,5.92,37.12,33.07,49,36.93,1737,162.07,#N/A N/A,264.07,154.02
12/8/2017,1049.38,179,84.16,17.96,62.54,177.62,9405,78700,19.99,224.85,72.91,101.35,40.22,155.46,87.77,71.82,29.05,78.54,168.7,37.95,186.43,394,173.57,56.04,113.2,82.4,#N/A N/A,#N/A N/A,258.74,6.6,98,#N/A N/A,17.06,4939,11.28,61.37,17.23,#N/A N/A,72.55,20.15,#N/A N/A,#N/A N/A,3710,2.77,36.45,119.65,13.65,64.14,#N/A N/A,89.31,145.23,4.67,21.61,48.4,44.97,71.54,88.71,438.4,7.01,66.53,93.38,46.55,199.29,45.59,17.45,9.852,21.27,98.95,151.41,48.49,51.45,5.247,58.08,38.69,36650,43.12,51.8,5.94,37.94,33.74,50.15,37.24,1727,162.25,#N/A N/A,265.51,154.7
12/11/2017,1051.97,179.04,85.23,17.59,63.07,179.29,9483,78700,20.18,226.02,73.29,101.68,40.34,155.28,85.93,71.56,28.94,77.17,168,38.44,189.13,405.4,174.31,56.54,112.8,85.1,#N/A N/A,#N/A N/A,248.72,6.96,102,#N/A N/A,16.73,5002,11.31,61.76,17.63,#N/A N/A,72.11,20.2,#N/A N/A,#N/A N/A,3775,2.7,36,119.78,14.05,64.19,#N/A N/A,88.65,145.05,4.69,21.32,47.96,44.41,71.65,89.72,442.2,6.83,66.55,93.35,45.9,197.76,45.36,17.3,9.796,20.94,97.05,151.35,48.42,51.75,5.262,57.73,40.52,39800,43.14,50.75,5.95,38.35,32.48,49.4,36.99,1743,162.26,#N/A N/A,266.31,155.9
12/12/2017,1048.77,176.96,85.58,17.41,63.48,174.64,9444,77800,20.11,228.75,73.62,101.65,40.59,155.2,87.23,71.45,29.32,77.57,170,39.51,189.29,393.2,172.54,56.11,113.4,82.3,#N/A N/A,#N/A N/A,244.13,7.11,97.5,#N/A N/A,16.37,5044,11.67,61.02,17.19,#N/A N/A,74.32,20.6,#N/A N/A,#N/A N/A,3775,2.72,35.41,120.15,13.19,64.03,#N/A N/A,89.01,145.15,4.84,21.53,48.39,44.57,71.72,91.15,446.9,6.85,65.95,91.23,46.13,197.5,44.16,17.07,9.758,21.52,97.2,150.88,48.2,52.5,5.297,57.85,40.15,38750,42.41,49.7,5.94,37.93,32.58,48.3,36.99,1743,166.35,#N/A N/A,266.78,155.69
12/13/2017,1051.39,178.3,85.35,16.6,63.83,176.47,9365,76800,19.94,232.06,74.09,102.22,40.07,152.93,86.25,71.19,28.84,75.85,169.6,38.58,189.73,395.6,176.83,55.57,113.16,86.1,#N/A N/A,#N/A N/A,249.56,6.82,98.7,#N/A N/A,16.59,5029,11.6,62.67,17.62,#N/A N/A,75.75,20.8,#N/A N/A,#N/A N/A,3835,2.66,35.27,120.02,13.98,63.94,#N/A N/A,91.4,146.61,4.82,21.81,48.13,45.35,72.32,92.2,445,7.02,65.83,91.64,46.51,197.2,44.58,17.07,10.115,21.59,98.45,151.78,48.3,51.55,5.322,57.78,40.35,39450,43.3,50.1,5.93,37.66,33.27,48.25,37.12,1726,165.83,#N/A N/A,266.75,155.99
12/14/2017,1057.47,178.39,84.69,16.46,62.56,171.75,9150,76000,19.93,227.12,74.26,101.47,39.31,153.48,85.34,71.81,28.73,75.7,169.25,39.12,188.5,397.2,175,55.77,113.36,85,#N/A N/A,#N/A N/A,253.73,6.7,100,#N/A N/A,16.48,4924.5,11.26,61.94,17.23,#N/A N/A,75.39,20.55,#N/A N/A,#N/A N/A,3855,2.7,35.53,119.73,12.73,63.96,#N/A N/A,91.95,146.26,4.77,22.07,48.46,44.33,71.79,91.46,445,6.93,65.05,90.79,46.31,193.98,45.01,16.71,11.55,21.68,97.6,150.1,47.87,51.35,5.301,56.99,39.09,39600,42.67,49.85,5.94,37.22,33.14,47.45,36.62,1733,165.63,#N/A N/A,265.66,155.88
12/15/2017,1072,180.18,86.85,16.15,62.66,173.55,8931,75700,20.1,226.21,75.65,102.06,39.51,156,85.25,72.08,29.04,76.19,169.85,39.71,190.11,389,177.51,55.9,114.14,88,#N/A N/A,#N/A N/A,257.9,6.99,102,#N/A N/A,16.92,4967,11.53,62.61,17.43,#N/A N/A,76.04,20.9,#N/A N/A,#N/A N/A,3915,2.8,35.6,119.43,12.93,63.72,#N/A N/A,91.99,147.63,4.77,21.55,49.06,45.65,71.67,92.82,444.3,7.03,64.99,90.93,47.74,196.56,45.26,17.1,11.852,22.45,100,152.24,47.23,52.5,5.302,58.18,38.99,38550,43,51.8,5.93,37.67,33.47,48.95,36.79,1706,167.81,#N/A N/A,266.51,157.65
12/18/2017,1085.09,180.82,86.38,16.43,63.47,173.37,9080,77200,20.63,227.02,75.32,102.48,40.39,154.56,86.53,71.87,29.48,76.44,170.7,39.54,190.68,394.2,176.74,56.76,114.26,96.8,#N/A N/A,#N/A N/A,283.36,6.96,112,#N/A N/A,17.96,4960,11.65,64.08,18.27,#N/A N/A,76.2,20.75,#N/A N/A,#N/A N/A,3905,2.56,35.31,120.41,13.27,64.03,#N/A N/A,93.41,148.1,4.8,21.65,49.26,46.57,72.65,93.43,448.9,7.1,65.64,92.55,48.57,197.72,44.64,16.81,11.455,21.85,101.6,154.3,47.62,54.7,5.354,58.78,39.27,38300,44.4,53.6,5.94,37.89,33.72,48.95,37.07,1726,169.82,#N/A N/A,268.2,158.64
12/19/2017,1079.78,179.51,85.83,16.53,63.64,171.28,9060,80200,20.77,227.99,74.5,101.26,40.8,154.15,85.67,71.93,29.45,76.81,171.6,39.14,188.86,401.2,174.97,57.02,115.45,95,#N/A N/A,#N/A N/A,277.94,7.11,113,#N/A N/A,17.8,4995,11.57,64.06,18.09,#N/A N/A,75.78,20.4,#N/A N/A,#N/A N/A,3890,2.47,35.11,121.65,12.86,63.52,#N/A N/A,93.65,148.05,4.82,21.55,49.22,46.21,73.9,93.91,454.6,6.82,65.47,92.1,48.3,198.08,44.28,17.01,11.995,21.44,101.55,153.08,49.01,55.75,5.365,58.33,42.07,38000,44.1,52.35,5.93,37.58,33.35,49.3,36.82,1707,168.42,#N/A N/A,267.17,157.7
12/20/2017,1073.56,177.89,85.52,16.05,62.9,172.64,9011,80100,20.91,227.92,74,100.32,40.74,153.12,84.8,72.71,29.48,77.41,171.9,39.38,190.17,397.4,174.25,56.51,114.99,104.5,#N/A N/A,#N/A N/A,286.28,7.17,116,#N/A N/A,18.22,4920,11.55,64.48,18.53,#N/A N/A,75.88,20.3,#N/A N/A,#N/A N/A,3895,2.52,34.83,122.21,12.44,63.21,#N/A N/A,93.55,148.39,4.75,21.58,49.48,46.29,72.6,95.11,454,6.83,66.87,91.73,48.4,196.06,44.8,17.1,12.025,21.27,101,153.38,48.88,56.25,5.307,57.93,41.3,40800,43.3,53.95,5.93,38.31,34.49,49.45,36.55,1710,163.98,#N/A N/A,267.03,157.53
12/21/2017,1070.85,177.45,85.5,16.18,63.52,175.32,8987,77000,21.15,225.08,74.02,100.14,40.9,152.37,84.92,72.4,29.82,77.94,172.75,40.81,191.18,399.8,174.56,56.08,114.66,108,#N/A N/A,#N/A N/A,280.86,6.96,113,#N/A N/A,18.28,5013,11.9,65.22,18.93,#N/A N/A,76.11,20.9,#N/A N/A,#N/A N/A,3875,2.55,35.36,123.48,12.54,63.28,#N/A N/A,93.5,148.78,4.8,21.62,49.5,47.98,71.94,93.45,453.6,6.86,67.65,91.64,49.2,194.52,44.77,17.57,12.06,21.38,100.65,153.47,49.2,56.65,5.312,57.96,40.52,38300,44.12,54.1,5.93,38.43,34.25,48.75,36.41,1681,164.7,#N/A N/A,267.58,157.55
12/22/2017,1068.86,177.2,85.51,15.92,63.62,176.29,8960,76700,21.18,225.6,73.89,99.38,40.82,151.74,84.55,71.7,29.88,77.75,169.45,40.78,190.46,405.8,175,56.55,114.95,118,#N/A N/A,#N/A N/A,285.87,6.95,115,#N/A N/A,18.68,4970,11.91,65.39,18.85,#N/A N/A,76.01,21.05,#N/A N/A,#N/A N/A,3895,2.53,35.09,123.11,13.07,62.35,#N/A N/A,94.11,149.52,4.8,21.53,50.05,47.26,72.14,92.24,453.1,7.02,68.1,92.91,49.44,193.79,44.65,18.1,12.019,20.83,101.4,153.19,49.45,55.2,5.294,58.71,39.96,40100,44.03,54.35,6,38.43,34.23,48.5,36.73,1685,167.07,#N/A N/A,267.51,157.37
12/25/2017,1068.86,177.2,85.51,15.92,63.62,176.29,8956,76700,21.18,225.6,73.89,99.38,40.82,151.74,84.55,71.7,29.88,77.75,169.45,40.78,190.46,405.8,175,56.55,114.95,114,#N/A N/A,#N/A N/A,287.95,6.95,112.5,#N/A N/A,18.68,4970,11.91,65.39,18.85,#N/A N/A,76.01,21.05,#N/A N/A,#N/A N/A,3880,2.53,35.09,123.11,13.07,62.35,#N/A N/A,94.11,149.52,4.8,21.53,50.05,47.26,72.14,92.24,453.1,7.02,68.1,92.91,49.44,193.79,44.65,18.1,12.019,20.83,101.4,153.19,49.45,55.2,5.294,58.71,39.96,40100,44.03,54.35,6,38.43,34.23,48.5,36.73,1677,167.07,#N/A N/A,267.51,157.37
12/26/2017,1065.85,175.99,85.4,15.92,63.79,172.33,8933,74000,20.99,225.43,74.27,98.35,40.78,151.87,84.55,71.24,29.78,77.49,169.45,40.82,191.34,405.8,174.44,56.37,115.01,108,#N/A N/A,#N/A N/A,267.92,6.91,103,#N/A N/A,18.71,4970,11.68,65.82,19.37,#N/A N/A,76.23,21.7,#N/A N/A,#N/A N/A,3830,2.42,35.09,123.11,12.35,62.35,#N/A N/A,94.11,149.69,4.82,21.69,50.16,48.55,72.08,92.71,453.1,7.18,68.15,92.48,48.84,193.82,44.65,17.84,12.019,20.45,100.85,153.28,49.7,57.15,5.294,58.82,38.91,40150,44.21,53.3,6,38.43,34.19,48.8,36.74,1672,169.36,#N/A N/A,267.19,156.52
12/27/2017,1060.2,177.62,85.71,15.81,64.11,172.97,8922,75100,21.07,225.24,74.59,98.54,40.87,151.64,85.24,71.2,29.73,77.2,170.05,40.41,191.43,401.2,175.36,56.36,114.58,112.5,#N/A N/A,#N/A N/A,280.44,6.92,103,#N/A N/A,18.55,5005,11.64,65.14,19.13,#N/A N/A,76.44,21,#N/A N/A,#N/A N/A,3890,2.45,35.12,121.81,12.44,62.33,#N/A N/A,93.75,149.29,4.81,21.92,50.06,47.68,72.43,91.96,455.2,7.17,68.29,92.62,48.25,193.45,44.25,18.01,11.76,20.51,100.95,153.13,49.45,55.9,5.273,60.09,38.66,42850,44.38,53.1,5.99,38.97,34.67,49.3,36.59,1674,170.77,#N/A N/A,267.32,156.54
12/28/2017,1055.95,177.92,85.72,15.85,64.35,172.3,8930,76500,21.13,227.04,74.17,98.31,41.19,151.39,83.9,71.39,29.8,77.35,170.6,40.29,193.38,408.2,175.55,56.28,114.36,112.5,#N/A N/A,#N/A N/A,284.61,6.96,106,#N/A N/A,18.66,4955.5,11.66,64.82,19.03,#N/A N/A,76.61,20.5,#N/A N/A,#N/A N/A,3850,2.49,35.2,122.37,12.41,62.45,#N/A N/A,92.94,149,4.84,22.05,50.18,47.09,71.27,91.62,453.2,7.17,68.03,92.58,48.81,194.81,44.31,18.12,11.6,20.02,100.65,153.73,49.53,56.1,5.32,60.88,38.86,43050,43.8,52.75,5.99,39.15,34.59,49.65,36.54,1681,171.15,#N/A N/A,267.87,156.73
12/29/2017,1053.4,176.46,85.54,15.58,63.51,172.43,8920,76500,21.06,225.01,73.62,97.9,40.67,150.69,83,71.02,29.52,76.87,169,40.05,192.43,406,175.24,56.04,113.51,112,#N/A N/A,#N/A N/A,294.63,6.84,105,#N/A N/A,18.76,5018,11.56,65.25,18.8,#N/A N/A,76.84,20.4,#N/A N/A,#N/A N/A,3870,2.41,35.64,122.54,12.54,62.72,#N/A N/A,93.07,148.74,5.1,22.16,50.17,46.88,71.41,89.4,452.5,7.12,67.98,93.01,48.45,193.19,44.24,18.19,11.9,19.96,99.45,152.46,48.18,55.85,5.315,60.66,37.82,43050,43.03,52.6,6.01,39.25,34.345,49.25,36.39,1687,171.74,#N/A N/A,266.86,155.76
1/1/2018,1053.4,176.46,85.54,15.58,63.51,172.43,8920,76500,21.06,225.01,73.62,97.9,40.67,150.69,83,71.02,29.52,76.87,169,40.05,192.43,406,175.24,56.04,113.51,112,#N/A N/A,#N/A N/A,294.63,6.84,105,#N/A N/A,18.76,5018,11.56,65.25,18.8,#N/A N/A,76.84,20.4,#N/A N/A,#N/A N/A,3870,2.41,35.64,122.54,12.54,62.72,#N/A N/A,93.07,148.74,5.1,22.16,50.17,46.88,71.41,89.4,452.5,7.12,67.98,93.01,48.45,193.19,44.24,18.19,11.9,19.96,99.45,152.46,48.18,55.85,5.315,60.66,37.82,43050,43.03,52.6,6.01,39.25,34.345,49.25,36.39,1687,171.74,#N/A N/A,266.86,155.76
1/2/2018,1073.21,181.42,85.95,15.71,64.04,183.65,8920,76600,21.51,226,73.84,99.76,41.35,146.99,82.75,70.95,29.9,77.91,170.5,41.07,193.87,417.8,177.7,55.86,112.11,112,#N/A N/A,#N/A N/A,295.46,7.01,101.5,#N/A N/A,19.08,4940,11.61,67.63,19.17,#N/A N/A,76.96,21.45,#N/A N/A,#N/A N/A,3870,2.6,35.26,122.41,12.58,62.44,#N/A N/A,93.28,144.99,4.89,22.2,49.43,47.89,70.74,90.57,455.2,7.31,67.97,94.06,48.39,195.69,43.8,17.16,11.9,20.74,99.5,153.9,49.31,57,5.308,59.47,37.91,42950,43.48,52.7,6,39.42,34.91,49.6,36.36,1687,172.42,#N/A N/A,268.77,158.49
1/3/2018,1091.52,184.67,86.35,15.79,63.61,184,8920,77700,21.97,229.15,76.75,99.52,41.56,149.74,84.12,71.55,29.8,77.55,172.4,40.41,194.96,422.2,181.04,56.62,111.64,123,#N/A N/A,#N/A N/A,324.68,7.31,111.5,#N/A N/A,18.83,4936.5,11.55,67.17,18.32,#N/A N/A,76.04,21.2,#N/A N/A,#N/A N/A,3870,2.58,34.85,123.05,12.5,62.51,#N/A N/A,95.72,143.43,4.88,21.96,49.11,47.87,70.48,89.2,459.2,7.19,67.65,93.99,48.51,197.77,43.69,17.28,11.9,21.2,99.25,154.06,50.41,52.85,5.31,59.2,37.89,42100,44.39,52.05,5.95,39.23,35.1,48.45,36,1687,171.62,#N/A N/A,270.47,160.03
1/4/2018,1095.76,184.33,87.11,16.33,63,185.71,9302,77100,21.99,230.21,76.73,97.28,42.06,151.26,85.82,72.68,30.19,78.93,175.4,40.67,195.46,431.8,183.22,57.55,112.42,118,#N/A N/A,#N/A N/A,332.61,7.56,117,#N/A N/A,17.95,4914.5,11.61,65.85,18.25,#N/A N/A,76.51,20.95,#N/A N/A,#N/A N/A,3895,2.5,34.66,123.79,12.05,63.17,#N/A N/A,97.14,145.69,4.9,21.57,49.94,46.31,70.2,89.66,454.2,7.05,68.73,95.09,49.5,199.66,43.98,17.27,11.75,21.14,99.85,154.47,50.19,52.95,5.34,59.33,38.38,40600,44.71,50.4,6.03,39.3,34.38,49.2,36.45,1721,166.6,#N/A N/A,271.61,160.31
1/5/2018,1110.29,186.85,88.19,16.25,64.6,190.7,9241,79300,21.92,234.34,78.7,98.56,42.02,152.23,85.6,73.3,30.33,79.09,177.35,41.04,197,433.2,185.34,58.77,112.96,122,#N/A N/A,#N/A N/A,337.2,7.24,116,#N/A N/A,18.24,4970,11.44,66.55,18.06,#N/A N/A,77.24,21.65,#N/A N/A,#N/A N/A,3925,2.47,34.4,123.99,13,63.59,#N/A N/A,99.48,145.73,4.89,21.94,50.07,46.96,70.4,88.97,455.8,7.08,68.94,95.72,50.28,202.23,44.06,17.57,12.03,21.11,100.5,154.79,50.21,53.35,5.35,59.55,38.89,42750,44.19,49.65,6.05,39.47,34.83,49.5,36.35,1714,168.15,#N/A N/A,273.42,161.92
1/8/2018,1114.21,188.28,88.28,16.37,65.1,190.33,9241,78200,22.03,231.82,79.05,98.6,41.86,151.41,86.62,73.37,30.12,78.94,178.25,40.48,197.16,438.6,185.04,60.39,114.06,121.5,#N/A N/A,#N/A N/A,333.86,7.29,110,#N/A N/A,17.99,4925,11.9,67.18,17.95,#N/A N/A,77.6,22.6,#N/A N/A,#N/A N/A,3925,2.41,34.47,123.49,12.83,63.45,#N/A N/A,105.95,146.44,4.87,21.93,50.44,46.97,70.31,89.56,458.5,7,69.17,94.15,49.7,204.76,44.1,17.99,12,21.21,101.9,155.03,48.5,51.45,5.404,59.53,38.37,42100,43.6,50.7,6.05,39.28,33.74,49.3,36.41,1714,169.25,#N/A N/A,273.92,162.55
1/9/2018,1112.79,187.87,88.22,16.48,65.6,190.8,9249,76900,22.67,234.66,79.19,98.54,41.99,151.83,86.88,73.46,30.27,81.68,179.15,40.61,196.91,443.8,186.7,59.63,113.78,123,#N/A N/A,#N/A N/A,328.85,7.27,109,#N/A N/A,17.84,4959.5,11.67,69.14,17.38,#N/A N/A,77.07,21.65,#N/A N/A,#N/A N/A,4005,2.38,34.32,123.43,12.27,63.68,#N/A N/A,105,146.16,4.85,21.79,50.39,46,69.57,94.43,462.5,6.76,68.78,94.25,50.11,208.96,44.05,17.76,11.8,21.34,104,154.82,47.42,50.35,5.536,59.16,35.54,41050,43.6,51,6.03,39.5,34.66,49.25,36.4,1756,165.53,#N/A N/A,274.54,162.56
1/10/2018,1110.14,187.84,87.82,17,63.89,189.79,9203,72900,22.85,233.89,79.37,98.87,42.24,153.61,90.27,73.97,30.55,82.79,175.5,41.09,200.91,440.4,187.11,59.32,110.82,119.5,#N/A N/A,#N/A N/A,316.75,7.23,105,#N/A N/A,17.73,4965,11.7,70.73,17.51,#N/A N/A,76.48,23,#N/A N/A,#N/A N/A,4145,2.26,33.89,123.1,11.98,63.8,#N/A N/A,103.25,144.43,4.8,21.28,49.79,46.28,70.29,93.28,459,6.91,67.02,94.78,50.89,207.32,43.44,17.11,11.39,21.62,103.65,154.84,47.24,51.15,5.632,59.02,35.31,40300,44.23,51.2,5.99,39.36,34.81,49,35.39,1749,164.98,#N/A N/A,274.12,162.18
1/11/2018,1112.05,187.77,88.08,17.31,63.84,188.75,9120,72600,23.03,235,79.75,99.86,42.99,154.76,90.02,74.01,30.66,83.9,175.5,42.6,202.58,429.4,188.92,59.51,110.09,130,#N/A N/A,#N/A N/A,322.59,8.2,102.5,#N/A N/A,18.64,5050,11.69,74,18.18,#N/A N/A,77.57,24.75,#N/A N/A,#N/A N/A,4190,2.4,34.52,122.99,12.18,63.8,#N/A N/A,104.6,141.99,4.7,21.25,49.37,46.3,70.29,95.1,457.2,7.07,65.98,98.19,52.5,207.73,44.82,17.26,11.58,22.29,104.8,157.5,48.12,52.9,5.638,59.5,35.94,42150,43.98,51.55,6.01,38.62,35.53,49.15,34.34,1730,164.83,#N/A N/A,276.12,163.29
